verification_id,seller_id,pan_status,gst_status,bank_status,verification_status,verification_date
88d616e6-e3b9-4408-966f-eb1767fe1658,S100076,Failed,Verified,Failed,Approved,2024-06-15
490a5944-4b0c-4c53-bdac-f0eec73fbace,S100077,Verified,Failed,Verified,Approved,2025-03-14
b18887b2-8aad-485f-b222-e140e1b61b0d,S100078,Failed,Failed,Failed,Approved,2024-04-29
9f8048e2-3154-45e9-8d53-c40a86b0a2c6,S100079,Failed,Verified,Verified,Rejected,2023-03-30
3e4fd83b-2bcd-4d80-a6ad-e006e011cc2b,S100080,Failed,Failed,Verified,Pending,2025-10-15
bb7202dd-998b-483d-95c6-157777d6bb66,S100081,Failed,Failed,Verified,Approved,2023-11-15
7e2de034-93e8-490d-973a-0e2d01550f52,S100082,Failed,Verified,Verified,Approved,2023-10-02
d9d5c321-864c-4d67-a463-54342fbebc77,S100083,Failed,Verified,Verified,Approved,2023-07-10
8aaf6cd7-e9d0-454a-9334-ac98e3abed80,S100084,Verified,Failed,Failed,Approved,2024-03-25
af96edce-2431-49e7-b144-8e3ad6a5cb00,S100085,Failed,Failed,Verified,Approved,2022-06-06
567136ce-f20f-4a17-8ce7-a5305fb39348,S100086,Verified,Failed,Failed,Approved,2024-07-08
50fd4b74-5b27-437f-863b-a616be213a6b,S100087,Verified,Verified,Verified,Rejected,2025-05-20
3629a4ef-1cd1-4e09-9ec9-cda8ffba47b9,S100088,Verified,Failed,Verified,Approved,2023-08-11
e4e805bd-1d44-499b-84f0-94b29ec5d42a,S100089,Failed,Verified,Verified,Rejected,2026-07-06
c81effa3-6bbb-4d0e-b46e-c77e937bd589,S100090,Verified,Verified,Failed,Pending,2023-02-19
eb59baa7-36fb-4f7a-b6bf-380f0620078b,S100091,Failed,Verified,Failed,Approved,2023-08-21
2a438bbf-dca7-4898-84f6-1a6e4f91820a,S100092,Failed,Verified,Verified,Rejected,2025-08-29
6da95d6f-3c36-4380-8040-f27ac73db7d2,S100093,Verified,Verified,Verified,Approved,2025-10-18
e8ac133d-8f90-4d4c-8aeb-d4687ee03bf7,S100094,Verified,Verified,Verified,Pending,2024-08-23
7d31aa11-b5df-4c1e-8c3c-e43434c8fba5,S100095,Failed,Failed,Failed,Approved,2022-03-06
90060c5a-e0c6-4d63-a579-1c663209256b,S100096,Failed,Failed,Verified,Pending,2024-10-18
2536fa33-3148-4d3d-a289-317ad75816c6,S100097,Failed,Failed,Failed,Approved,2024-05-02
0459b778-8829-4211-bd92-c26bf3edd04d,S100098,Failed,Verified,Verified,Approved,2024-01-02
3c423c26-b1e2-4571-8212-af7c0854a4ca,S100099,Verified,Failed,Failed,Rejected,2023-05-28
5d3525fb-7060-4699-815d-b5e769440b9c,S100100,Verified,Verified,Verified,Approved,2023-02-18
6bcca920-69cd-4716-8faa-dd5b84d5708b,S100101,Verified,Failed,Failed,Approved,2022-10-14
846b31c4-4602-41ab-8cb0-2dbee609bbbc,S100102,Verified,Verified,Verified,Approved,2023-02-25
f1984c95-7ac7-479a-bcf1-1ff66e4429cc,S100103,Verified,Verified,Failed,Approved,2025-11-16
6494c179-1927-43d4-8408-1f94b632b54a,S100104,Verified,Failed,Failed,Approved,2025-10-22
169d3903-c448-4511-bdb8-52663b1b7e97,S100105,Verified,Failed,Verified,Approved,2023-11-20
3a5d38cc-667b-4e90-89e1-1bb921595636,S100106,Verified,Failed,Verified,Approved,2022-10-21
585f7f91-553a-419f-b516-191b1b0bd2c9,S100107,Verified,Failed,Failed,Approved,2026-06-27
713846fd-9338-4da6-ab2d-1a24e3e82c6d,S100108,Failed,Verified,Failed,Approved,2023-07-31
1f302349-098d-4139-a64e-89077b14c8b4,S100109,Failed,Failed,Verified,Rejected,2023-09-19
4d49f390-836d-4cf3-9bbc-d799429910e0,S100110,Failed,Failed,Verified,Pending,2022-08-08
1c6479c6-1a7a-43f8-834b-8382013f37e4,S100111,Verified,Failed,Failed,Pending,2026-02-13
40c8a03d-44f4-4ef3-86b8-8191bfd1e8f2,S100112,Failed,Verified,Failed,Approved,2023-05-26
707d5478-5eaf-4559-9458-38f0cc9bd992,S100113,Failed,Verified,Failed,Approved,2025-03-06
b4ec7e8e-1cdc-449a-8b46-de992da29e52,S100114,Verified,Verified,Failed,Approved,2022-12-10
b3faec91-36d4-4b13-b61a-54a74fc5668b,S100115,Failed,Failed,Verified,Approved,2024-11-04
129bebaa-1185-4991-a442-069961162d0d,S100116,Verified,Failed,Verified,Approved,2022-11-26
1e4677ae-6196-4c64-89fc-e20c6a00944f,S100117,Failed,Failed,Verified,Approved,2025-04-26
eadce244-62ff-44f4-8e92-078b1a1b3228,S100118,Failed,Verified,Failed,Approved,2024-02-26
e0a09aee-32c0-41f1-9c18-6c2307f2bde7,S100119,Failed,Failed,Failed,Rejected,2023-10-05
8432986a-16de-40e9-937d-201060036a54,S100120,Failed,Verified,Verified,Approved,2024-06-04
bf9eba03-6650-4ee8-aa98-44959b89d383,S100121,Failed,Verified,Failed,Approved,2025-04-11
55357f3b-c85e-440e-85aa-a842bf935d24,S100122,Verified,Failed,Failed,Approved,2022-12-14
a16e8381-b593-41df-96fc-295a577954da,S100123,Failed,Failed,Verified,Approved,2025-01-07
59c328fb-f8aa-4be3-a10b-a363450561f8,S100124,Failed,Failed,Failed,Approved,2026-06-01
bdd427f3-2cea-4994-8219-ae92e8e67bc0,S100125,Failed,Failed,Failed,Approved,2026-04-15
3f2e3130-f843-4845-8032-dee265f2d47e,S100126,Verified,Failed,Failed,Approved,2022-03-31
4167a8cc-c0c8-4368-81ad-bb3b6138ecb0,S100127,Failed,Verified,Verified,Approved,2022-10-21
c7629201-f16e-49b5-996b-4d4eecc63423,S100128,Verified,Failed,Verified,Approved,2024-10-28
3b41e31a-fddd-4e70-987a-eda7f890a006,S100129,Verified,Failed,Verified,Approved,2024-08-03
fd176bf3-16e9-4a3c-b3bb-51f07ff4fb39,S100130,Failed,Verified,Verified,Approved,2023-07-07
32caa4c4-06fd-4d08-8e94-96ac4454b3e0,S100131,Verified,Failed,Verified,Approved,2022-08-05
ad397e91-cc9e-4702-a095-c0164a41e22a,S100132,Verified,Verified,Failed,Approved,2026-03-09
50942b90-af9c-40d0-a1c3-1b4645cf161c,S100133,Failed,Verified,Failed,Approved,2023-07-04
d8fc4966-5684-461e-bdeb-d7e047e32652,S100134,Verified,Verified,Verified,Approved,2023-12-09
69078c49-acb0-4f5b-9aab-097d910cdc31,S100135,Failed,Failed,Failed,Approved,2026-04-07
024516b6-0756-482b-ac8a-b284c9b5bbba,S100136,Verified,Failed,Failed,Pending,2022-07-04
d9ea0055-01c7-4a9d-be12-ec0d3b1a1f9f,S100137,Verified,Failed,Failed,Pending,2024-12-03
f48d4c8c-99d9-4906-97bc-399c16135e13,S100138,Failed,Failed,Failed,Approved,2026-03-02
233e21ef-fabb-4364-a4be-4e4b69e5c6e1,S100139,Failed,Failed,Failed,Approved,2025-10-19
265ba3cd-c682-4e96-bf1d-71b026f5c6d5,S100140,Failed,Verified,Failed,Approved,2022-03-30
85cd00a4-f7fb-46b9-b875-bc18f4daa45b,S100141,Verified,Failed,Failed,Approved,2023-05-29
78b93e7f-9648-43f0-8cc3-be47605c39d8,S100142,Failed,Verified,Verified,Approved,2023-10-05
202e608c-afde-4320-845d-c28ee83783fc,S100143,Failed,Failed,Verified,Approved,2023-03-25
db741def-a6d1-4c6e-9957-0f0cb0c2598c,S100144,Failed,Verified,Verified,Approved,2023-01-19
71ece133-c415-4951-b745-924eba0e2638,S100145,Failed,Verified,Verified,Approved,2024-02-04
35292a32-cd8c-43ee-9f4e-3131be660c05,S100146,Failed,Failed,Failed,Pending,2022-06-16
3b543bdb-87c6-48f8-8c3f-685363fcf9fa,S100147,Failed,Failed,Failed,Rejected,2025-02-16
c93e1531-a87a-40a7-9e1e-57ee88faf505,S100148,Failed,Verified,Verified,Approved,2024-12-12
94b7d0cf-f13a-448f-8e2b-bb42dfefe149,S100149,Verified,Verified,Failed,Approved,2025-03-16
a187f6df-adde-40fa-9675-9c5e5328fbb0,S100150,Verified,Failed,Verified,Approved,2022-11-28
ca3d02cf-fad6-4030-857f-74a473738569,S100151,Verified,Verified,Failed,Approved,2024-03-07
07853a8a-4236-458b-b194-ed4395e1d191,S100152,Verified,Failed,Failed,Approved,2026-07-25
92d6948b-9ac4-467d-b754-afdcc7e8914c,S100153,Verified,Verified,Failed,Approved,2022-09-30
eb315783-aed7-4096-a809-036415c4c4cb,S100154,Verified,Verified,Failed,Approved,2023-07-31
8b291819-087c-46f9-9c57-9417e8298ac0,S100155,Verified,Verified,Failed,Approved,2024-03-10
696fded2-3060-497b-91d3-7b121d0e7717,S100156,Verified,Failed,Failed,Approved,2023-05-15
427690d4-ca6c-4c03-b173-cfd8cdb405ea,S100157,Verified,Failed,Verified,Rejected,2023-04-09
c60d8dfa-c0ed-4afd-a43f-374bdb2b8060,S100158,Failed,Verified,Failed,Approved,2022-12-22
466c9854-3d94-4f32-84ee-41f5f27b26e4,S100159,Failed,Failed,Failed,Approved,2024-05-04
407b0c89-a0dc-419e-8716-b3ded0f587a8,S100160,Failed,Verified,Failed,Approved,2024-02-05
df2182e2-3056-486c-85a2-75bc8fdd7514,S100161,Failed,Verified,Verified,Approved,2026-06-28
d01d9f73-794e-47a4-b611-b8d0bed96c70,S100162,Verified,Failed,Verified,Rejected,2023-03-21
b0e72b39-03fe-44e2-88af-625f76a141c3,S100163,Verified,Failed,Verified,Approved,2022-02-07
7cacf611-cf7b-45a7-ac37-69be6b835025,S100164,Failed,Verified,Failed,Approved,2025-12-23
b6683f46-54aa-49c2-9206-8d57ed8e4c6d,S100165,Verified,Failed,Failed,Approved,2022-09-18
e0536baa-55db-49e7-938f-0e9ca927fd46,S100166,Verified,Verified,Verified,Approved,2022-06-15
cfb16cfd-4e0c-4d29-9fc5-e87ab5b70895,S100167,Failed,Failed,Failed,Approved,2025-01-11
5afb7584-f464-4b99-980a-fee92e65e66b,S100168,Failed,Verified,Verified,Approved,2022-10-12
bfb468fd-9cf1-48bd-88fb-40f1414d1f46,S100169,Verified,Verified,Failed,Approved,2025-12-25
544d3500-9379-4429-ad80-cfe3631f67d3,S100170,Verified,Verified,Failed,Approved,2024-09-19
15a4a4cc-d5d6-4b99-a360-4ccf4b2eda84,S100171,Verified,Failed,Failed,Approved,2024-05-18
b25ae1fa-c067-4841-bdeb-c419fb20f45e,S100172,Verified,Verified,Verified,Approved,2024-09-10
b2badc88-b200-4682-97b2-a17279d9c4a1,S100173,Failed,Failed,Failed,Pending,2024-04-28
6f643c79-d840-4fbd-9a8d-f167f81c9aa5,S100174,Failed,Verified,Verified,Approved,2022-01-21
2b267d9a-57c1-48fb-b982-b4a42163e697,S100175,Failed,Verified,Verified,Approved,2025-09-29
03112d06-f79c-439a-81fc-0fc0802018a8,S100176,Failed,Verified,Verified,Approved,2024-10-01
ee22cb37-f783-4f48-aa37-47f41cbc272c,S100177,Failed,Failed,Verified,Approved,2025-09-13
e34f8ce2-fefd-4e2f-a395-1602be138ea5,S100178,Failed,Failed,Failed,Approved,2025-11-12
111c3918-dd45-42db-b7ec-5579ee4b9e58,S100179,Failed,Verified,Verified,Approved,2022-07-20
3466cdef-7263-4386-be29-c9b2a5fafc31,S100180,Failed,Verified,Failed,Approved,2022-04-22
9478259f-7601-4bc2-8e58-2d584559d756,S100181,,Failed,Verified,Approved,2026-06-06
b2764db8-48d9-448e-887c-e81da98a221b,S100182,Failed,Verified,Failed,Rejected,2023-08-05
2f22c9f6-95c7-43cb-91a5-04c3c052aeb5,S100183,Verified,Verified,Verified,Approved,2022-11-24
1e174c87-ac95-4cb0-9023-af5c3bf6d178,S100184,Verified,Failed,Failed,Approved,2025-12-31
367de663-b62b-46d5-a8c7-d6d2d0ece448,S100185,Failed,Verified,Verified,Approved,2024-06-23
298ce609-d2c4-44e1-ba5b-201d8d0169b3,S100186,Failed,Failed,Failed,Approved,2024-03-30
bb76e48f-e8d1-41dc-874b-a3406c2d1000,S100187,,Verified,Verified,Rejected,2024-04-27
b7eb2737-7c85-45cc-9b25-665683aede2d,S100188,Failed,Verified,Failed,Pending,2025-12-11
aefae7b6-f49e-485f-afd5-80eb175217cb,S100189,Verified,Verified,Failed,Approved,2025-09-06
172ad6ea-0d92-45bf-8bd2-a470da2c8e5b,S100190,Failed,Verified,Failed,Rejected,2025-02-24
8e622f61-7712-4222-8344-303171e8a350,S100191,Failed,Failed,Failed,Rejected,2026-02-25
201d7cc9-1a7b-4888-b229-5380f748e005,S100192,Verified,Failed,Failed,Approved,2024-03-20
48abb1bb-9f7a-4852-b64c-5e97aededc51,S100193,Verified,Verified,Failed,Approved,2025-07-04
72cf08f9-567c-4d94-a7f7-0868a2e1cd0c,S100194,Failed,Failed,Verified,Approved,2025-05-02
bcd7bda6-132c-42da-b3b8-d05d67b06b7c,S100195,Failed,Verified,Failed,Pending,2022-10-18
db3f516b-0a7b-47f2-bd49-d1d7bd0a239a,S100196,Verified,Failed,Verified,Approved,2026-07-11
c7373267-ffc3-4906-9fbb-a1b74544fee9,S100197,Verified,Failed,Failed,Approved,2022-11-12
4d3e8ae0-90f7-41d1-b09d-f083f24cecfd,S100198,Failed,Verified,Failed,Approved,2022-08-06
b2e7e413-1701-4558-8826-c6788f374779,S100199,Failed,Verified,Failed,Approved,2022-03-12
2c79956d-49d5-4eec-9a6a-7c2eebc6c400,S100200,Verified,Verified,Verified,Approved,2022-10-06
a318f918-e41a-476c-b4a3-1d6aa021a41d,S100201,Verified,Verified,Verified,Approved,2025-07-22
3ec6f665-cce8-4744-a3b9-5f8fd909f159,S100202,Failed,Failed,Failed,Approved,2022-01-24
c61c3d58-59c1-4918-b6b0-a72650399f42,S100203,Failed,Verified,Verified,Pending,2024-05-27
e3125624-ff17-4d6f-8984-54fb26561ffc,S100204,Verified,Failed,Failed,Approved,2023-02-13
33b5d393-8ab4-457e-a456-05a2d0464fea,S100205,Failed,Failed,Failed,Approved,2024-10-27
2b42673e-7bbf-48ea-b698-b1f8a3d0ed89,S100206,Verified,Verified,Failed,Approved,2024-09-16
78cc99a6-cf47-4c37-88ed-944facac397a,S100207,Failed,Failed,Failed,Approved,2024-04-10
67c73503-dc04-4aec-9bf4-88bcb6835a9d,S100208,Failed,Failed,Verified,Approved,2023-02-01
fe590f3b-92e3-4273-bdef-f4fca88f311f,S100209,Failed,Verified,Verified,Approved,2023-10-13
35474403-a8d7-4cd0-9feb-f83d8e070c16,S100210,Verified,Failed,Failed,Approved,2022-06-05
6a205781-2376-4e87-ab15-f8320c5bef44,S100211,Failed,Verified,Verified,Rejected,2024-05-21
461f8bcc-60dc-4317-9361-d3d4e2a06bd8,S100212,Failed,Verified,Verified,Approved,2026-03-27
b6027a95-f359-42e3-b4d3-0179a3206fba,S100213,Verified,Verified,Verified,Approved,2022-11-26
1531918e-d3f3-4ad9-988a-09eb78ec221b,S100214,Failed,Verified,Failed,Rejected,2024-05-15
2140c691-8f74-40d5-8484-e07157767681,S100215,Verified,Verified,Failed,Pending,2023-07-12
fc0ea433-ba9c-4a2a-ba90-0186e22f1e2a,S100216,Verified,Verified,Failed,Approved,2024-11-22
dd849b2c-8651-4059-95f6-7432109368ff,S100217,Failed,Failed,Verified,Approved,2024-03-01
f5b48747-77ff-4820-b5cb-5605fce77237,S100218,Verified,Verified,Failed,Approved,2022-03-25
8590ca75-e3de-40e3-acd5-b2b6099adb6c,S100219,Failed,Failed,Failed,Approved,2023-03-06
12af19a8-4710-4b23-9832-4d70ca576655,S100220,Verified,Failed,Failed,Pending,2024-06-22
0084fa04-ef9e-4435-b8b6-6101eeaf248f,S100221,Failed,Verified,Verified,Approved,2023-08-03
1eee23d7-93ac-42e0-ba4b-f2227cd60e9e,S100222,Verified,Verified,Verified,Approved,2025-02-09
1e87d756-6aa1-4d45-bd24-fa811db1c0b0,S100223,Failed,Failed,Verified,Approved,2025-03-22
66bd7b2f-eeda-44fe-8cfa-768713791994,S100224,Verified,Verified,Verified,Approved,2024-12-08
b66a97eb-61bf-4326-812c-103441fedc5f,S100225,Failed,Verified,Failed,Approved,2023-12-19
1a62de3e-f7c4-4540-94eb-fcdaa64e88d0,S100226,Verified,Verified,Verified,Approved,2025-07-14
813d0497-db33-444d-9520-43e2ffd5f52d,S100227,Failed,Verified,Failed,Approved,2026-03-28
93999743-c21c-430c-8f73-23a73db9df74,S100228,Failed,Verified,Verified,Approved,2022-12-07
4dadaaad-ccdc-416a-9cfd-5a59751d2eb4,S100229,Verified,Verified,Verified,Approved,2023-10-05
4d4e2528-c477-4de9-bb40-99bf2c267647,S100230,Failed,Failed,Failed,Approved,2023-05-21
367fad43-7d4e-45de-ab16-8a10df8798f2,S100231,Verified,Failed,Verified,Rejected,2024-03-08
c505ac21-d036-48be-bb4e-ac2bf5a99ca1,S100232,Failed,Verified,Verified,Approved,2026-01-30
8bef4b48-ead0-463c-8424-643caba6c69d,S100233,Failed,Verified,Verified,Pending,2026-05-19
5623ad9c-c3f0-41ab-a6ca-fb60dba47d74,S100234,Failed,Verified,Failed,Approved,2025-03-01
3dbdac3b-2f4a-4dab-b5df-f070f8566394,S100235,Verified,Verified,Verified,Approved,2023-08-11
ab4a7d5d-b8bb-40a5-bfff-450c7f3e1f92,S100236,Verified,Verified,Verified,Approved,2024-11-11
8f3fd6c5-4ada-4149-b871-ebed7b9c3c15,S100237,Failed,Verified,Verified,Approved,2025-07-21
ba5ecc6b-f8a6-49fe-96ba-70d7acb88598,S100238,Verified,Verified,Verified,Approved,2024-02-28
0e772f09-0136-4b8b-b55f-addc7ede2223,S100239,Failed,Verified,Failed,Approved,2024-08-24
e329c512-8f7d-4e96-8f70-f779780067c0,S100240,Verified,Verified,Failed,Approved,2022-08-29
5733fba4-25a3-4cf6-a1ed-075b1ef9d51f,S100241,Failed,Failed,Failed,Approved,2024-11-09
ee71a35e-5596-4ef9-ac2e-53573e042026,S100242,Failed,Verified,Verified,Rejected,2024-04-11
c03f32ef-1627-43cf-a825-a04b1845421f,S100243,Verified,Verified,Verified,Approved,2025-12-13
8e0fb501-c559-46f6-ba21-81f7a6596289,S100244,Failed,Failed,Failed,Pending,2022-05-01
f80aa176-8cf4-4673-87e2-21b9d40c46db,S100245,Verified,Verified,Verified,Approved,2023-07-07
67fb57a6-2a7e-4945-8144-839029d63050,S100246,Failed,Failed,Failed,Approved,2023-03-05
95e6fe6d-f8ba-4176-925e-4a2e7baa87f7,S100247,Verified,Failed,Failed,Approved,2024-12-21
aa74c44d-68ba-4f80-9d50-2e630f768f1d,S100248,Failed,Failed,Failed,Pending,2025-09-18
04ffd53e-ba5f-4d52-a974-8e0467e6da0f,S100249,Verified,Verified,Failed,Rejected,2026-03-18
5c4f5965-6e2d-4c58-8a88-527a25fdb592,S100250,Failed,Failed,Failed,Approved,2023-08-01
3409666f-d7f5-4b10-b80b-6efde91ac1c7,S100251,Failed,Failed,Verified,Approved,2025-11-30
d435b914-370a-4fbc-be24-eaf88c9fd441,S100252,Verified,Failed,Failed,Approved,2024-07-15
5c6af630-ff59-4c4d-a586-bd7a923302e5,S100253,Failed,Verified,Failed,Approved,2026-01-12
4eb45025-68ed-4e6f-902c-637975998c78,S100254,,Verified,Failed,Approved,2022-10-13
ab2bc291-d345-4c2c-820b-04e3670af69a,S100255,Verified,Verified,Failed,Approved,2022-08-02
1bc13d5e-f99f-475f-a233-6d1487944b4c,S100256,Verified,Verified,Failed,Approved,2026-02-15
d440759a-004c-4600-b79f-9bc5c4bec5ca,S100257,Failed,Failed,Failed,Approved,2022-06-02
